id_transaccion,folio,codigo,monto,fecha,es_anomalia,es_alerta_operativa,es_senal_contexto,cluster_anomalia,senales_contexto,nivel_riesgo,score_riesgo,reglas_activadas,mensaje_alerta
345,29641,RENHAB,0.0,2022-05-21,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 345 (folio 29641, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
152,136582,RENHAB,0.0,2025-09-30,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 152 (folio 136582, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
39,1739,CANXFA,4668.81,2021-03-29,True,True,False,FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION,,ALTO,55,"cargo_despues_checkout: fecha_cargo=2021-03-29, check-out=2021-03-28 | noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 39 (folio 1739, cód CANXFA, monto 4668.81): [FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION] — cargo_despues_checkout: fecha_cargo=2021-03-29, check-out=2021-03-28; noches_inconsistentes: cargo=0, reserva=3.0"
895,18854,RENHAB,-3962.0,2021-12-28,True,True,False,MONTO_ATIPICO | CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'AGH' (monto alto)",ALTO,50,"monto_atipico: monto_abs=3962.00, z=2.23 (umbral ±2.0) para código 'RENHAB' | cancelacion_monto_alto: monto cancelado=3962.00","Alerta tx 895 (folio 18854, cód RENHAB, monto -3962.00): [MONTO_ATIPICO | CANCELACION_SOSPECHOSA] — monto_atipico: monto_abs=3962.00, z=2.23 (umbral ±2.0) para código 'RENHAB'; cancelacion_monto_alto: monto cancelado=3962.00 — | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'AGH' (monto alto)"
185,89837,CANXFA,4160.37,2024-04-12,True,True,False,FUERA_DE_ESTANCIA,,MEDIO,35,"cargo_despues_checkout: fecha_cargo=2024-04-12, check-out=2024-03-23","Alerta tx 185 (folio 89837, cód CANXFA, monto 4160.37): [FUERA_DE_ESTANCIA] — cargo_despues_checkout: fecha_cargo=2024-04-12, check-out=2024-03-23"
265,129373,RENHAB,0.0,2025-07-17,True,True,False,MONTO_ATIPICO | CONTEXTO_RESERVACION,,MEDIO,45,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB' | noches_inconsistentes: cargo=13, reserva=16.0","Alerta tx 265 (folio 129373, cód RENHAB, monto 0.00): [MONTO_ATIPICO | CONTEXTO_RESERVACION] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'; noches_inconsistentes: cargo=13, reserva=16.0"
639,54042,RENHAB,0.0,2023-04-04,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 639 (folio 54042, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
8,DEP103,DEPRES,66300.0,2021-03-22,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=66300.00, z=3.11 (umbral ±2.0) para código 'DEPRES'","Alerta tx 8 (folio DEP103, cód DEPRES, monto 66300.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=66300.00, z=3.11 (umbral ±2.0) para código 'DEPRES'"
25,44080,DEPHAB,54780.0,2022-11-27,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=54780.00, z=7.67 (umbral ±2.0) para código 'DEPHAB'","Alerta tx 25 (folio 44080, cód DEPHAB, monto 54780.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=54780.00, z=7.67 (umbral ±2.0) para código 'DEPHAB'"
253,147098,PROPTI,-87.12,2026-02-11,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'CQ3', modificado por 'RM2'",MEDIO,25,cancelacion_monto_alto: monto cancelado=87.12,"Alerta tx 253 (folio 147098, cód PROPTI, monto -87.12): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=87.12 — | ctx: USUARIO_MODIFICACION: creado por 'CQ3', modificado por 'RM2'"
436,120961,RENHAB,4912.83,2025-04-14,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=4912.83, z=3.39 (umbral ±2.0) para código 'RENHAB'","Alerta tx 436 (folio 120961, cód RENHAB, monto 4912.83): [MONTO_ATIPICO] — monto_atipico: monto_abs=4912.83, z=3.39 (umbral ±2.0) para código 'RENHAB'"
722,80019,PROPTI,132.0,2023-12-30,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=132.00, z=4.07 (umbral ±2.0) para código 'PROPTI'","Alerta tx 722 (folio 80019, cód PROPTI, monto 132.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=132.00, z=4.07 (umbral ±2.0) para código 'PROPTI'"
741,18177,PROPTI,-72.0,2021-12-20,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'EGT'",MEDIO,25,cancelacion_monto_alto: monto cancelado=72.00,"Alerta tx 741 (folio 18177, cód PROPTI, monto -72.00): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=72.00 — | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'EGT'"
302,132263,RENHAB,3094.22,2025-08-06,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'DOB', modificado por 'CEV' (monto alto)",MEDIO,25,cancelacion_monto_alto: monto cancelado=3094.22,"Alerta tx 302 (folio 132263, cód RENHAB, monto 3094.22): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=3094.22 — | ctx: USUARIO_MODIFICACION: creado por 'DOB', modificado por 'CEV' (monto alto)"
1055,92599,PROPTI,-87.12,2024-05-10,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'VN2', modificado por 'RM2'",MEDIO,25,cancelacion_monto_alto: monto cancelado=87.12,"Alerta tx 1055 (folio 92599, cód PROPTI, monto -87.12): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=87.12 — | ctx: USUARIO_MODIFICACION: creado por 'VN2', modificado por 'RM2'"
1870,1129,PROPTI,-72.0,2021-03-20,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'FJL', modificado por 'NCR'",MEDIO,25,cancelacion_monto_alto: monto cancelado=72.00,"Alerta tx 1870 (folio 1129, cód PROPTI, monto -72.00): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=72.00 — | ctx: USUARIO_MODIFICACION: creado por 'FJL', modificado por 'NCR'"
91,21272,CANXFA,3398.28,2022-01-31,True,True,False,FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION,,ALTO,55,"cargo_despues_checkout: fecha_cargo=2022-01-31, check-out=2022-01-27 | noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 91 (folio 21272, cód CANXFA, monto 3398.28): [FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION] — cargo_despues_checkout: fecha_cargo=2022-01-31, check-out=2022-01-27; noches_inconsistentes: cargo=0, reserva=3.0"
582,5436,PROPTI,96.0,2021-05-24,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI'","Alerta tx 582 (folio 5436, cód PROPTI, monto 96.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI'"
294,41181,PROPTI,96.0,2022-10-08,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI'","Alerta tx 294 (folio 41181, cód PROPTI, monto 96.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI'"
553,78144,RENHAB,1897.2,2023-12-07,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CEV'",MEDIO,25,folio_alto_ratio_cancelaciones: 100% de movimientos cancelados,"Alerta tx 553 (folio 78144, cód RENHAB, monto 1897.20): [CANCELACION_SOSPECHOSA] — folio_alto_ratio_cancelaciones: 100% de movimientos cancelados — | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CEV'"
362,117364,RENHAB,0.0,2025-03-08,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 362 (folio 117364, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
13,60446,DEPHAB,20000.0,2023-05-30,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=20000.00, z=2.23 (umbral ±2.0) para código 'DEPHAB'","Alerta tx 13 (folio 60446, cód DEPHAB, monto 20000.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=20000.00, z=2.23 (umbral ±2.0) para código 'DEPHAB'"
800,5280,PROPTI,-96.0,2021-05-22,True,True,False,MONTO_ATIPICO | CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'KJG'",ALTO,50,"monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI' | cancelacion_monto_alto: monto cancelado=96.00","Alerta tx 800 (folio 5280, cód PROPTI, monto -96.00): [MONTO_ATIPICO | CANCELACION_SOSPECHOSA] — monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI'; cancelacion_monto_alto: monto cancelado=96.00 — | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'KJG'"
13,42364,CANXFA,4855.01,2022-10-31,True,True,False,FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION,,ALTO,55,"cargo_despues_checkout: fecha_cargo=2022-10-31, check-out=2022-10-27 | noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 13 (folio 42364, cód CANXFA, monto 4855.01): [FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION] — cargo_despues_checkout: fecha_cargo=2022-10-31, check-out=2022-10-27; noches_inconsistentes: cargo=0, reserva=3.0"
309,113928,RENHAB,0.0,2025-01-27,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 309 (folio 113928, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
586,98100,RENHAB,-3820.71,2024-07-03,True,True,False,MONTO_ATIPICO | CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ' (monto alto)",ALTO,50,"monto_atipico: monto_abs=3820.71, z=2.06 (umbral ±2.0) para código 'RENHAB' | cancelacion_monto_alto: monto cancelado=3820.71","Alerta tx 586 (folio 98100, cód RENHAB, monto -3820.71): [MONTO_ATIPICO | CANCELACION_SOSPECHOSA] — monto_atipico: monto_abs=3820.71, z=2.06 (umbral ±2.0) para código 'RENHAB'; cancelacion_monto_alto: monto cancelado=3820.71 — | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ' (monto alto)"
77,53289,CANXFA,6046.02,2023-03-26,True,True,False,FUERA_DE_ESTANCIA,,MEDIO,35,"cargo_despues_checkout: fecha_cargo=2023-03-26, check-out=2023-03-22","Alerta tx 77 (folio 53289, cód CANXFA, monto 6046.02): [FUERA_DE_ESTANCIA] — cargo_despues_checkout: fecha_cargo=2023-03-26, check-out=2023-03-22"
353,27909,RENHAB,0.0,2022-04-26,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 353 (folio 27909, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
55,71301,DEPHAB,35600.0,2023-09-06,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=35600.00, z=4.67 (umbral ±2.0) para código 'DEPHAB'","Alerta tx 55 (folio 71301, cód DEPHAB, monto 35600.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=35600.00, z=4.67 (umbral ±2.0) para código 'DEPHAB'"
340,82015,PROPTI,79.2,2024-01-25,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ'",MEDIO,25,cancelacion_monto_alto: monto cancelado=79.20,"Alerta tx 340 (folio 82015, cód PROPTI, monto 79.20): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=79.20 — | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ'"
1017,112562,PROPTI,-87.12,2025-01-03,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'RFR'",MEDIO,25,cancelacion_monto_alto: monto cancelado=87.12,"Alerta tx 1017 (folio 112562, cód PROPTI, monto -87.12): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=87.12 — | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'RFR'"
665,15862,PROPTI,-48.0,2021-11-18,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'ALM'",MEDIO,25,folio_alto_ratio_cancelaciones: 100% de movimientos cancelados,"Alerta tx 665 (folio 15862, cód PROPTI, monto -48.00): [CANCELACION_SOSPECHOSA] — folio_alto_ratio_cancelaciones: 100% de movimientos cancelados — | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'ALM'"
433,75115,RENHAB,4674.31,2023-10-28,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=4674.31, z=3.10 (umbral ±2.0) para código 'RENHAB'","Alerta tx 433 (folio 75115, cód RENHAB, monto 4674.31): [MONTO_ATIPICO] — monto_atipico: monto_abs=4674.31, z=3.10 (umbral ±2.0) para código 'RENHAB'"
164,114700,TRANSF,29805.6,2025-01-31,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=29805.60, z=3.07 (umbral ±2.0) para código 'TRANSF'","Alerta tx 164 (folio 114700, cód TRANSF, monto 29805.60): [MONTO_ATIPICO] — monto_atipico: monto_abs=29805.60, z=3.07 (umbral ±2.0) para código 'TRANSF'"
387,6343,RENHAB,0.0,2021-10-28,True,True,False,MONTO_ATIPICO | CONTEXTO_RESERVACION,,MEDIO,45,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB' | noches_inconsistentes: cargo=53, reserva=112.0","Alerta tx 387 (folio 6343, cód RENHAB, monto 0.00): [MONTO_ATIPICO | CONTEXTO_RESERVACION] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'; noches_inconsistentes: cargo=53, reserva=112.0"
548,12200,PROPTI,-72.0,2021-09-17,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'",MEDIO,25,cancelacion_monto_alto: monto cancelado=72.00,"Alerta tx 548 (folio 12200, cód PROPTI, monto -72.00): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=72.00 — | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'"
103,54881,RENMAN,0.01,2023-05-25,True,True,False,FUERA_DE_ESTANCIA,,MEDIO,35,"cargo_despues_checkout: fecha_cargo=2023-05-25, check-out=2023-04-11","Alerta tx 103 (folio 54881, cód RENMAN, monto 0.01): [FUERA_DE_ESTANCIA] — cargo_despues_checkout: fecha_cargo=2023-05-25, check-out=2023-04-11"
519,135013,PROPTI,-43.56,2025-08-31,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'DOB', modificado por 'CEV'",MEDIO,25,folio_alto_ratio_cancelaciones: 100% de movimientos cancelados,"Alerta tx 519 (folio 135013, cód PROPTI, monto -43.56): [CANCELACION_SOSPECHOSA] — folio_alto_ratio_cancelaciones: 100% de movimientos cancelados — | ctx: USUARIO_MODIFICACION: creado por 'DOB', modificado por 'CEV'"
96,28535,DEPHAB,37600.0,2022-05-04,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=37600.00, z=4.98 (umbral ±2.0) para código 'DEPHAB'","Alerta tx 96 (folio 28535, cód DEPHAB, monto 37600.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=37600.00, z=4.98 (umbral ±2.0) para código 'DEPHAB'"
593,95948,PROPTI,-87.12,2024-06-12,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'VN2', modificado por 'CEV'",MEDIO,25,cancelacion_monto_alto: monto cancelado=87.12,"Alerta tx 593 (folio 95948, cód PROPTI, monto -87.12): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=87.12 — | ctx: USUARIO_MODIFICACION: creado por 'VN2', modificado por 'CEV'"
540,2456,PROPTI,72.0,2021-04-08,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'",MEDIO,25,cancelacion_monto_alto: monto cancelado=72.00,"Alerta tx 540 (folio 2456, cód PROPTI, monto 72.00): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=72.00 — | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'"
693,3091,PROPTI,-96.0,2021-04-17,True,True,False,MONTO_ATIPICO | CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'FJL', modificado por 'KJG'",ALTO,50,"monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI' | cancelacion_monto_alto: monto cancelado=96.00","Alerta tx 693 (folio 3091, cód PROPTI, monto -96.00): [MONTO_ATIPICO | CANCELACION_SOSPECHOSA] — monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI'; cancelacion_monto_alto: monto cancelado=96.00 — | ctx: USUARIO_MODIFICACION: creado por 'FJL', modificado por 'KJG'"
27,109311,CANXFA,3952.58,2024-11-26,True,True,False,FUERA_DE_ESTANCIA,,MEDIO,35,"cargo_despues_checkout: fecha_cargo=2024-11-26, check-out=2024-11-24","Alerta tx 27 (folio 109311, cód CANXFA, monto 3952.58): [FUERA_DE_ESTANCIA] — cargo_despues_checkout: fecha_cargo=2024-11-26, check-out=2024-11-24"
602,36970,RENHAB,4073.0,2022-08-07,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=4073.00, z=2.36 (umbral ±2.0) para código 'RENHAB'","Alerta tx 602 (folio 36970, cód RENHAB, monto 4073.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=4073.00, z=2.36 (umbral ±2.0) para código 'RENHAB'"
43,42302,CANCXC,-6386.11,2022-11-07,True,True,False,FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION,,ALTO,55,"cargo_despues_checkout: fecha_cargo=2022-11-07, check-out=2022-11-01 | noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 43 (folio 42302, cód CANCXC, monto -6386.11): [FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION] — cargo_despues_checkout: fecha_cargo=2022-11-07, check-out=2022-11-01; noches_inconsistentes: cargo=0, reserva=3.0"
418,122401,PROPTI,87.12,2025-04-26,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'DOB', modificado por 'MBJ'",MEDIO,25,cancelacion_monto_alto: monto cancelado=87.12,"Alerta tx 418 (folio 122401, cód PROPTI, monto 87.12): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=87.12 — | ctx: USUARIO_MODIFICACION: creado por 'DOB', modificado por 'MBJ'"
45,6489,TARDEB,19035.24,2021-06-14,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=19035.24, z=2.05 (umbral ±2.0) para código 'TARDEB'","Alerta tx 45 (folio 6489, cód TARDEB, monto 19035.24): [MONTO_ATIPICO] — monto_atipico: monto_abs=19035.24, z=2.05 (umbral ±2.0) para código 'TARDEB'"
26,136898,RENAJU,13552.0,2025-09-30,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=13552.00, z=2.44 (umbral ±2.0) para código 'RENAJU'","Alerta tx 26 (folio 136898, cód RENAJU, monto 13552.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=13552.00, z=2.44 (umbral ±2.0) para código 'RENAJU'"
831,5694,PROPTI,-72.0,2021-05-29,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'JML'",MEDIO,25,cancelacion_monto_alto: monto cancelado=72.00,"Alerta tx 831 (folio 5694, cód PROPTI, monto -72.00): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=72.00 — | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'JML'"
1891,352,TARCRE,-7964.0,2021-03-11,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'RFR', modificado por 'FJL' (monto alto)",MEDIO,25,folio_alto_ratio_cancelaciones: 75% de movimientos cancelados,"Alerta tx 1891 (folio 352, cód TARCRE, monto -7964.00): [CANCELACION_SOSPECHOSA] — folio_alto_ratio_cancelaciones: 75% de movimientos cancelados — | ctx: USUARIO_MODIFICACION: creado por 'RFR', modificado por 'FJL' (monto alto)"
558,43767,PROPTI,-72.0,2022-11-22,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LAR'",MEDIO,25,cancelacion_monto_alto: monto cancelado=72.00,"Alerta tx 558 (folio 43767, cód PROPTI, monto -72.00): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=72.00 — | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LAR'"
240,135154,PROPTI,0.0,2025-09-04,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.03 (umbral ±2.0) para código 'PROPTI'","Alerta tx 240 (folio 135154, cód PROPTI, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.03 (umbral ±2.0) para código 'PROPTI'"
517,2743,RENHAB,0.0,2021-04-10,True,True,False,DUPLICADO | MONTO_ATIPICO,"USUARIO_MODIFICACION: creado por 'FJL', modificado por 'KJG'",ALTO,65,"duplicado_exacto: 2 veces el mismo folio/código/monto/habitación/fecha | monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 517 (folio 2743, cód RENHAB, monto 0.00): [DUPLICADO | MONTO_ATIPICO] — duplicado_exacto: 2 veces el mismo folio/código/monto/habitación/fecha; monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB' — | ctx: USUARIO_MODIFICACION: creado por 'FJL', modificado por 'KJG'"
233,98563,CANXFA,5499.28,2024-07-05,True,True,False,FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION,,ALTO,55,"cargo_despues_checkout: fecha_cargo=2024-07-05, check-out=2024-07-04 | noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 233 (folio 98563, cód CANXFA, monto 5499.28): [FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION] — cargo_despues_checkout: fecha_cargo=2024-07-05, check-out=2024-07-04; noches_inconsistentes: cargo=0, reserva=3.0"
299,59249,RENHAB,4193.6,2023-05-20,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=4193.60, z=2.51 (umbral ±2.0) para código 'RENHAB'","Alerta tx 299 (folio 59249, cód RENHAB, monto 4193.60): [MONTO_ATIPICO] — monto_atipico: monto_abs=4193.60, z=2.51 (umbral ±2.0) para código 'RENHAB'"
173,135894,PROPTI,116.16,2025-09-19,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=116.16, z=3.34 (umbral ±2.0) para código 'PROPTI'","Alerta tx 173 (folio 135894, cód PROPTI, monto 116.16): [MONTO_ATIPICO] — monto_atipico: monto_abs=116.16, z=3.34 (umbral ±2.0) para código 'PROPTI'"
5,46110,XFAC,13694.56,2023-01-02,True,True,False,MONTO_ATIPICO | CONTEXTO_RESERVACION,,MEDIO,45,"monto_atipico: monto_abs=13694.56, z=2.56 (umbral ±2.0) para código 'XFAC' | noches_inconsistentes: cargo=0, reserva=4.0","Alerta tx 5 (folio 46110, cód XFAC, monto 13694.56): [MONTO_ATIPICO | CONTEXTO_RESERVACION] — monto_atipico: monto_abs=13694.56, z=2.56 (umbral ±2.0) para código 'XFAC'; noches_inconsistentes: cargo=0, reserva=4.0"
679,53870,PROPTI,105.6,2023-04-02,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=105.60, z=2.85 (umbral ±2.0) para código 'PROPTI'","Alerta tx 679 (folio 53870, cód PROPTI, monto 105.60): [MONTO_ATIPICO] — monto_atipico: monto_abs=105.60, z=2.85 (umbral ±2.0) para código 'PROPTI'"
41,64813,TARCRE,18412.24,2023-07-10,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=18412.24, z=3.25 (umbral ±2.0) para código 'TARCRE'","Alerta tx 41 (folio 64813, cód TARCRE, monto 18412.24): [MONTO_ATIPICO] — monto_atipico: monto_abs=18412.24, z=3.25 (umbral ±2.0) para código 'TARCRE'"
4,124484,RENCOM,3650.0,2025-05-17,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=3650.00, z=2.46 (umbral ±2.0) para código 'RENCOM'","Alerta tx 4 (folio 124484, cód RENCOM, monto 3650.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=3650.00, z=2.46 (umbral ±2.0) para código 'RENCOM'"
72,60898,CANXFA,15003.85,2023-06-03,True,True,False,MONTO_ATIPICO | FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION,,CRITICO,80,"monto_atipico: monto_abs=15003.85, z=2.80 (umbral ±2.0) para código 'CANXFA' | cargo_despues_checkout: fecha_cargo=2023-06-03, check-out=2023-06-02 | noches_inconsistentes: cargo=0, reserva=5.0","Alerta tx 72 (folio 60898, cód CANXFA, monto 15003.85): [MONTO_ATIPICO | FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION] — monto_atipico: monto_abs=15003.85, z=2.80 (umbral ±2.0) para código 'CANXFA'; cargo_despues_checkout: fecha_cargo=2023-06-03, check-out=2023-06-02; noches_inconsistentes: cargo=0, reserva=5.0"
