id_transaccion,folio,codigo,monto,fecha,es_anomalia,cluster_anomalia,nivel_riesgo,mensaje_alerta,reglas_activadas,score_riesgo
274,8010,PROPTI,12.0,2021-07-06,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 274 (folio 8010, código PROPTI, monto 12.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MCC', modificado por ''","usuario_mod_distinto: creado por 'MCC', modificado por ''",15
135,8919,PROPTI,48.0,2021-07-20,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 135 (folio 8919, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
254,59463,PROPTI,52.8,2023-05-23,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 254 (folio 59463, código PROPTI, monto 52.80): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'JLS', modificado por ''","usuario_mod_distinto: creado por 'JLS', modificado por ''",15
420,27135,PROPTI,12.0,2022-04-19,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 420 (folio 27135, código PROPTI, monto 12.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
497,135154,EFE,285.0,2025-09-05,True,CONTEXTO_RESERVACION,MEDIO,"Alerta en transacción 497 (folio 135154, código EFE, monto 285.00): [CONTEXTO_RESERVACION] — noches_inconsistentes: cargo=0, reservación=3.0","noches_inconsistentes: cargo=0, reservación=3.0",20
362,104986,RENHAB,1953.92,2024-09-30,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 362 (folio 104986, código RENHAB, monto 1953.92): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'AQX', modificado por ''","usuario_mod_distinto: creado por 'AQX', modificado por ''",15
254,132857,PROPTI,58.08,2025-08-14,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 254 (folio 132857, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'DOB', modificado por ''","usuario_mod_distinto: creado por 'DOB', modificado por ''",15
382,DEP103,TRANSF,14559.0,2021-03-11,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 382 (folio DEP103, código TRANSF, monto 14559.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'IVL', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'IVL', modificado por '' (monto alto)",15
25,80082,TARCRE,6476.62,2024-01-01,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 25 (folio 80082, código TARCRE, monto 6476.62): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'NO0', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'NO0', modificado por '' (monto alto)",15
322,89987,RENHAB,2272.89,2024-04-13,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 322 (folio 89987, código RENHAB, monto 2272.89): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
462,139291,PROPTI,-58.08,2025-11-04,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 462 (folio 139291, código PROPTI, monto -58.08): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-58.08 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'EGT', modificado por 'MYB'","cargo_monto_negativo: monto=-58.08 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'EGT', modificado por 'MYB'",50
36,5913,RENCOM,0.59,2021-06-06,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 36 (folio 5913, código RENCOM, monto 0.59): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MDS', modificado por ''","usuario_mod_distinto: creado por 'MDS', modificado por ''",15
463,103189,PROPTI,-58.08,2024-08-24,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 463 (folio 103189, código PROPTI, monto -58.08): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-58.08 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'EGT', modificado por 'RFR'","cargo_monto_negativo: monto=-58.08 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'EGT', modificado por 'RFR'",50
604,34412,PROPTI,24.0,2022-07-16,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 604 (folio 34412, código PROPTI, monto 24.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
233,138672,PROPTI,58.08,2025-10-28,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 233 (folio 138672, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
66,39799,TRANSF,5071.5,2022-09-14,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 66 (folio 39799, código TRANSF, monto 5071.50): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'YVC', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'YVC', modificado por '' (monto alto)",15
879,5237,TRANSF,10347.5,2021-05-21,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 879 (folio 5237, código TRANSF, monto 10347.50): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'IVL', modificado por 'KJG' (monto alto)","usuario_mod_distinto: creado por 'IVL', modificado por 'KJG' (monto alto)",15
451,88140,PROPTI,58.08,2024-03-30,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 451 (folio 88140, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
316,96006,PROPTI,58.08,2024-06-10,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 316 (folio 96006, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'VN2', modificado por ''","usuario_mod_distinto: creado por 'VN2', modificado por ''",15
42,146899,EFE,2810.0,2026-02-08,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 42 (folio 146899, código EFE, monto 2810.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'SN2', modificado por 'AQX' (monto alto)","usuario_mod_distinto: creado por 'SN2', modificado por 'AQX' (monto alto)",15
590,78766,PROPTI,52.8,2023-12-15,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 590 (folio 78766, código PROPTI, monto 52.80): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
577,2431,PROPTI,48.0,2021-04-06,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 577 (folio 2431, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por 'RFR'","usuario_mod_distinto: creado por 'ALM', modificado por 'RFR'",15
179,90027,RENHAB,2387.9,2024-04-13,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 179 (folio 90027, código RENHAB, monto 2387.90): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
337,6367,RENHAB,1986.5,2021-06-10,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 337 (folio 6367, código RENHAB, monto 1986.50): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MCC', modificado por 'RFR'","usuario_mod_distinto: creado por 'MCC', modificado por 'RFR'",15
198,2404,RENHAB,1383.0,2021-04-05,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 198 (folio 2404, código RENHAB, monto 1383.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'FJL', modificado por ''","usuario_mod_distinto: creado por 'FJL', modificado por ''",15
547,85806,PROPTI,14.52,2024-03-11,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 547 (folio 85806, código PROPTI, monto 14.52): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
526,105787,PROPTI,58.08,2024-10-11,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 526 (folio 105787, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
602,72952,PROPTI,52.8,2023-09-29,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 602 (folio 72952, código PROPTI, monto 52.80): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
548,111462,RENHAB,5778.36,2024-12-31,True,MONTO_ATIPICO | USUARIO_MODIFICACION,MEDIO,"Alerta en transacción 548 (folio 111462, código RENHAB, monto 5778.36): [MONTO_ATIPICO | USUARIO_MODIFICACION] — monto_atipico: monto_abs=5778.36, z=4.46 (umbral ±2.0) para código 'RENHAB'; usuario_mod_distinto: creado por 'AQX', modificado por '' (monto alto)","monto_atipico: monto_abs=5778.36, z=4.46 (umbral ±2.0) para código 'RENHAB' | usuario_mod_distinto: creado por 'AQX', modificado por '' (monto alto)",40
177,120199,DEPHAB,4382.0,2025-04-04,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 177 (folio 120199, código DEPHAB, monto 4382.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'RM2', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'RM2', modificado por '' (monto alto)",15
256,35643,RENHAB,1800.7,2022-07-27,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 256 (folio 35643, código RENHAB, monto 1800.70): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
260,30944,PROPTI,24.0,2022-06-06,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 260 (folio 30944, código PROPTI, monto 24.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por 'RRN'","usuario_mod_distinto: creado por 'ALM', modificado por 'RRN'",15
611,22185,PROPTI,-48.0,2022-02-13,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 611 (folio 22185, código PROPTI, monto -48.00): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-48.00 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'AGH', modificado por 'EGT'","cargo_monto_negativo: monto=-48.00 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'AGH', modificado por 'EGT'",50
603,13814,RENHAB,1512.0,2021-10-16,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 603 (folio 13814, código RENHAB, monto 1512.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
219,34683,PROPTI,48.0,2022-07-18,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 219 (folio 34683, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
155,95363,EFE,2000.0,2024-06-06,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 155 (folio 95363, código EFE, monto 2000.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'AB9', modificado por ''","usuario_mod_distinto: creado por 'AB9', modificado por ''",15
104,125897,CANXFA,4590.0,2025-05-29,True,FUERA_DE_ESTANCIA | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 104 (folio 125897, código CANXFA, monto 4590.00): [FUERA_DE_ESTANCIA | USUARIO_MODIFICACION] — cargo_despues_checkout: fecha_cargo=2025-05-29, check-out=2025-05-28; usuario_mod_distinto: creado por 'EGT', modificado por '' (monto alto)","cargo_despues_checkout: fecha_cargo=2025-05-29, check-out=2025-05-28 | usuario_mod_distinto: creado por 'EGT', modificado por '' (monto alto)",50
496,142197,MISCEL,34.3,2025-12-08,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 496 (folio 142197, código MISCEL, monto 34.30): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'CQ3', modificado por ''","usuario_mod_distinto: creado por 'CQ3', modificado por ''",15
445,112888,RENHAB,2733.91,2025-01-07,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 445 (folio 112888, código RENHAB, monto 2733.91): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'EGT', modificado por '' (monto alto)",15
145,112654,TARDEB,1330.0,2025-01-04,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 145 (folio 112654, código TARDEB, monto 1330.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'RM2', modificado por ''","usuario_mod_distinto: creado por 'RM2', modificado por ''",15
773,116893,RENHAB,-1924.88,2025-03-04,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 773 (folio 116893, código RENHAB, monto -1924.88): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-1924.88 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'EGT', modificado por 'CEV'","cargo_monto_negativo: monto=-1924.88 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'EGT', modificado por 'CEV'",50
622,101342,PROPTI,58.08,2024-08-05,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 622 (folio 101342, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
1170,9825,PROPTI,48.0,2021-08-01,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 1170 (folio 9825, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MCC', modificado por 'KJG'","usuario_mod_distinto: creado por 'MCC', modificado por 'KJG'",15
508,81075,RENHAB,3200.1,2024-01-12,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 508 (folio 81075, código RENHAB, monto 3200.10): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'EGT', modificado por '' (monto alto)",15
500,108289,RENHAB,3222.58,2024-11-16,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 500 (folio 108289, código RENHAB, monto 3222.58): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ISU', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'ISU', modificado por '' (monto alto)",15
179,120526,RENHAB,1763.52,2025-04-09,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 179 (folio 120526, código RENHAB, monto 1763.52): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'DOB', modificado por 'RFR'","usuario_mod_distinto: creado por 'DOB', modificado por 'RFR'",15
194,2429,RENHAB,2575.0,2021-04-06,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 194 (folio 2429, código RENHAB, monto 2575.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'ALM', modificado por '' (monto alto)",15
411,36456,RENHAB,2256.45,2022-08-09,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 411 (folio 36456, código RENHAB, monto 2256.45): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
305,136176,PROPTI,58.08,2025-09-18,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 305 (folio 136176, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por 'MYB'","usuario_mod_distinto: creado por 'EGT', modificado por 'MYB'",15
164,124302,RESDEP,43260.0,2025-05-18,True,MONTO_ATIPICO,MEDIO,"Alerta en transacción 164 (folio 124302, código RESDEP, monto 43260.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=43260.00, z=4.39 (umbral ±2.0) para código 'RESDEP'","monto_atipico: monto_abs=43260.00, z=4.39 (umbral ±2.0) para código 'RESDEP'",25
517,79457,PROPTI,52.8,2023-12-27,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 517 (folio 79457, código PROPTI, monto 52.80): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
485,107003,PROPTI,14.52,2024-11-02,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 485 (folio 107003, código PROPTI, monto 14.52): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ISU', modificado por ''","usuario_mod_distinto: creado por 'ISU', modificado por ''",15
455,128566,PROPTI,29.04,2025-06-28,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 455 (folio 128566, código PROPTI, monto 29.04): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'DOB', modificado por ''","usuario_mod_distinto: creado por 'DOB', modificado por ''",15
152,142624,PROPTI,58.08,2025-12-15,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 152 (folio 142624, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'CQ3', modificado por ''","usuario_mod_distinto: creado por 'CQ3', modificado por ''",15
447,96213,PROPTI,29.04,2024-06-13,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 447 (folio 96213, código PROPTI, monto 29.04): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
209,66324,EFE,4242.49,2023-07-24,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 209 (folio 66324, código EFE, monto 4242.49): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'RM2', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'RM2', modificado por '' (monto alto)",15
365,56686,PROPTI,13.2,2023-04-25,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 365 (folio 56686, código PROPTI, monto 13.20): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'JLS', modificado por ''","usuario_mod_distinto: creado por 'JLS', modificado por ''",15
575,67541,RENHAB,2534.7,2023-08-03,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 575 (folio 67541, código RENHAB, monto 2534.70): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'EGT', modificado por '' (monto alto)",15
93,138893,DEPHAB,-2468.0,2025-10-29,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 93 (folio 138893, código DEPHAB, monto -2468.00): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-2468.00 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'PFV', modificado por ''","cargo_monto_negativo: monto=-2468.00 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'PFV', modificado por ''",50
283,145498,PROPTI,29.04,2026-01-17,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 283 (folio 145498, código PROPTI, monto 29.04): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'CQ3', modificado por ''","usuario_mod_distinto: creado por 'CQ3', modificado por ''",15
951,6971,RENHAB,-2299.0,2021-06-18,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 951 (folio 6971, código RENHAB, monto -2299.00): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-2299.00 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'MCC', modificado por 'RFR'","cargo_monto_negativo: monto=-2299.00 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'MCC', modificado por 'RFR'",50
51,137048,TARCRE,1072.5,2025-10-01,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 51 (folio 137048, código TARCRE, monto 1072.50): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'VLN', modificado por ''","usuario_mod_distinto: creado por 'VLN', modificado por ''",15
607,77197,RENHAB,-2377.2,2023-11-23,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 607 (folio 77197, código RENHAB, monto -2377.20): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-2377.20 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'EGT', modificado por 'CMG'","cargo_monto_negativo: monto=-2377.20 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'EGT', modificado por 'CMG'",50
275,93329,PROPTI,87.12,2024-05-22,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 275 (folio 93329, código PROPTI, monto 87.12): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
230,32466,PROPTI,48.0,2022-06-25,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 230 (folio 32466, código PROPTI, monto 48.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
59,76774,DEPHAB,3600.0,2023-11-18,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 59 (folio 76774, código DEPHAB, monto 3600.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ESO', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'ESO', modificado por '' (monto alto)",15
347,121779,RENHAB,541.92,2025-04-21,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 347 (folio 121779, código RENHAB, monto 541.92): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'DOB', modificado por 'RM2'","usuario_mod_distinto: creado por 'DOB', modificado por 'RM2'",15
359,122616,RENHAB,1770.88,2025-04-27,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 359 (folio 122616, código RENHAB, monto 1770.88): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'DOB', modificado por ''","usuario_mod_distinto: creado por 'DOB', modificado por ''",15
740,140153,PROPTI,58.08,2025-11-15,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 740 (folio 140153, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
200,119814,PROPTI,58.08,2025-03-31,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 200 (folio 119814, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
543,83370,PROPTI,79.2,2024-02-09,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 543 (folio 83370, código PROPTI, monto 79.20): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
226,31770,RENHAB,2449.33,2022-06-18,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 226 (folio 31770, código RENHAB, monto 2449.33): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'ALM', modificado por ''","usuario_mod_distinto: creado por 'ALM', modificado por ''",15
325,82973,MISCEL,300.0,2024-02-03,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 325 (folio 82973, código MISCEL, monto 300.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MBJ', modificado por ''","usuario_mod_distinto: creado por 'MBJ', modificado por ''",15
672,111672,PROPTI,58.08,2024-12-27,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 672 (folio 111672, código PROPTI, monto 58.08): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
8,128770,DEPHAB,333.0,2025-07-01,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 8 (folio 128770, código DEPHAB, monto 333.00): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'GAC', modificado por ''","usuario_mod_distinto: creado por 'GAC', modificado por ''",15
11,91489,XFAC,3918.4,2024-05-02,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 11 (folio 91489, código XFAC, monto 3918.40): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'MBJ', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'MBJ', modificado por '' (monto alto)",15
8,107056,DEPOS,3516.33,2024-10-30,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 8 (folio 107056, código DEPOS, monto 3516.33): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'RM2', modificado por '' (monto alto)","usuario_mod_distinto: creado por 'RM2', modificado por '' (monto alto)",15
10,27070,RENCOM,0.04,2022-04-19,True,CONTEXTO_RESERVACION | USUARIO_MODIFICACION,MEDIO,"Alerta en transacción 10 (folio 27070, código RENCOM, monto 0.04): [CONTEXTO_RESERVACION | USUARIO_MODIFICACION] — noches_inconsistentes: cargo=0, reservación=3.0; usuario_mod_distinto: creado por 'EGT', modificado por ''","noches_inconsistentes: cargo=0, reservación=3.0 | usuario_mod_distinto: creado por 'EGT', modificado por ''",35
350,59459,RENHAB,0.0,2023-05-24,True,MONTO_ATIPICO | USUARIO_MODIFICACION,MEDIO,"Alerta en transacción 350 (folio 59459, código RENHAB, monto 0.00): [MONTO_ATIPICO | USUARIO_MODIFICACION] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'; usuario_mod_distinto: creado por 'EGT', modificado por ''","monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB' | usuario_mod_distinto: creado por 'EGT', modificado por ''",40
790,37693,RENHAB,-1772.04,2022-08-17,True,SIGNO_CONTABLE | USUARIO_MODIFICACION,ALTO,"Alerta en transacción 790 (folio 37693, código RENHAB, monto -1772.04): [SIGNO_CONTABLE | USUARIO_MODIFICACION] — cargo_monto_negativo: monto=-1772.04 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado; usuario_mod_distinto: creado por 'ALM', modificado por 'EGT'","cargo_monto_negativo: monto=-1772.04 en CARGO (t_carabo=0); debería ser positivo o estar marcado como cancelado | usuario_mod_distinto: creado por 'ALM', modificado por 'EGT'",50
264,70609,PROPTI,13.2,2023-08-26,True,USUARIO_MODIFICACION,BAJO,"Alerta en transacción 264 (folio 70609, código PROPTI, monto 13.20): [USUARIO_MODIFICACION] — usuario_mod_distinto: creado por 'EGT', modificado por ''","usuario_mod_distinto: creado por 'EGT', modificado por ''",15
