id_transaccion,folio,codigo,monto,fecha,es_anomalia,es_alerta_operativa,es_senal_contexto,cluster_anomalia,senales_contexto,nivel_riesgo,score_riesgo,reglas_activadas,mensaje_alerta
424,12086,PROPTI,-48.0,2021-09-11,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'JEO'",BAJO,0,,"Alerta tx 424 (folio 12086, cód PROPTI, monto -48.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'JEO'"
257,85081,RENHAB,527.4,2024-02-28,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ'",BAJO,0,,"Alerta tx 257 (folio 85081, cód RENHAB, monto 527.40): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ'"
426,12762,PROPTI,48.0,2021-09-27,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'",BAJO,0,,"Alerta tx 426 (folio 12762, cód PROPTI, monto 48.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'"
712,5473,RENHAB,1664.0,2021-05-25,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'JML'",BAJO,0,,"Alerta tx 712 (folio 5473, cód RENHAB, monto 1664.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'JML'"
383,18453,PROPTI,48.0,2021-12-25,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LBB'",BAJO,0,,"Alerta tx 383 (folio 18453, cód PROPTI, monto 48.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LBB'"
407,44330,PROPTI,-48.0,2022-12-01,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'NGA'",BAJO,0,,"Alerta tx 407 (folio 44330, cód PROPTI, monto -48.00): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'NGA'"
582,10506,PROPTI,-24.0,2021-08-08,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'LBB'",BAJO,0,,"Alerta tx 582 (folio 10506, cód PROPTI, monto -24.00): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'LBB'"
581,111041,PROPTI,58.08,2024-12-19,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'RM2'",BAJO,0,,"Alerta tx 581 (folio 111041, cód PROPTI, monto 58.08): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'RM2'"
403,78646,TARDEB,14242.0,2023-12-13,True,False,True,CONTEXTO_RESERVACION,"USUARIO_MODIFICACION: creado por 'CMG', modificado por 'CEV' (monto alto)",MEDIO,20,"noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 403 (folio 78646, cód TARDEB, monto 14242.00): [CONTEXTO_RESERVACION] — noches_inconsistentes: cargo=0, reserva=3.0 — | ctx: USUARIO_MODIFICACION: creado por 'CMG', modificado por 'CEV' (monto alto)"
134,73182,PROPTI,52.8,2023-10-03,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ'",BAJO,0,,"Alerta tx 134 (folio 73182, cód PROPTI, monto 52.80): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ'"
669,3283,PROPTI,48.0,2021-04-20,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LBB'",BAJO,0,,"Alerta tx 669 (folio 3283, cód PROPTI, monto 48.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LBB'"
1853,4449,PROPTI,24.0,2021-05-08,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'JML'",BAJO,0,,"Alerta tx 1853 (folio 4449, cód PROPTI, monto 24.00): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'JML'"
666,13344,PROPTI,24.0,2021-10-08,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LBB'",BAJO,0,,"Alerta tx 666 (folio 13344, cód PROPTI, monto 24.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LBB'"
786,94214,PROPTI,14.52,2024-05-27,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ'",BAJO,0,,"Alerta tx 786 (folio 94214, cód PROPTI, monto 14.52): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ'"
131,47696,TARCRE,-3279.5,2023-01-20,True,False,False,,"USUARIO_MODIFICACION: creado por 'RAM', modificado por 'ALM' (monto alto)",BAJO,0,,"Alerta tx 131 (folio 47696, cód TARCRE, monto -3279.50): | ctx: USUARIO_MODIFICACION: creado por 'RAM', modificado por 'ALM' (monto alto)"
611,15399,RENHAB,-1451.11,2021-11-08,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'",BAJO,0,,"Alerta tx 611 (folio 15399, cód RENHAB, monto -1451.11): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'"
727,91661,RENHAB,2056.86,2024-05-01,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ'",BAJO,0,,"Alerta tx 727 (folio 91661, cód RENHAB, monto 2056.86): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MBJ'"
497,52950,RENHAB,2910.0,2023-03-23,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MCZ' (monto alto)",BAJO,0,,"Alerta tx 497 (folio 52950, cód RENHAB, monto 2910.00): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MCZ' (monto alto)"
531,17676,PEREXT,804.0,2021-12-14,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'AGH'",BAJO,0,,"Alerta tx 531 (folio 17676, cód PEREXT, monto 804.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'AGH'"
514,18572,RENHAB,2848.0,2021-12-24,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'AGH' (monto alto)",BAJO,0,,"Alerta tx 514 (folio 18572, cód RENHAB, monto 2848.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'AGH' (monto alto)"
586,17279,PROPTI,-48.0,2021-12-07,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LBB'",BAJO,0,,"Alerta tx 586 (folio 17279, cód PROPTI, monto -48.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LBB'"
598,6102,RENHAB,-1162.34,2021-06-07,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'RFR'",BAJO,0,,"Alerta tx 598 (folio 6102, cód RENHAB, monto -1162.34): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'RFR'"
702,39513,RENHAB,2352.99,2022-09-09,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'NGA'",BAJO,0,,"Alerta tx 702 (folio 39513, cód RENHAB, monto 2352.99): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'NGA'"
393,15549,MENEXT,185.0,2021-11-10,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'",BAJO,0,,"Alerta tx 393 (folio 15549, cód MENEXT, monto 185.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'"
837,27475,PROPTI,-24.0,2022-04-22,True,False,False,,"USUARIO_MODIFICACION: creado por 'AGH', modificado por 'EGT'",BAJO,0,,"Alerta tx 837 (folio 27475, cód PROPTI, monto -24.00): | ctx: USUARIO_MODIFICACION: creado por 'AGH', modificado por 'EGT'"
6,14084,RENAJU,0.02,2021-10-21,True,False,True,CONTEXTO_RESERVACION,,MEDIO,20,"noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 6 (folio 14084, cód RENAJU, monto 0.02): [CONTEXTO_RESERVACION] — noches_inconsistentes: cargo=0, reserva=3.0"
70,79331,RENHAB,2937.8,2023-12-24,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'OLN' (monto alto)",BAJO,0,,"Alerta tx 70 (folio 79331, cód RENHAB, monto 2937.80): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'OLN' (monto alto)"
478,48383,PROPTI,-48.0,2023-01-31,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CEV'",BAJO,0,,"Alerta tx 478 (folio 48383, cód PROPTI, monto -48.00): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CEV'"
595,44318,PROPTI,12.0,2022-11-30,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'NGA'",BAJO,0,,"Alerta tx 595 (folio 44318, cód PROPTI, monto 12.00): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'NGA'"
434,28016,PROPTI,12.0,2022-04-28,True,False,False,,"USUARIO_MODIFICACION: creado por 'AGH', modificado por 'EGT'",BAJO,0,,"Alerta tx 434 (folio 28016, cód PROPTI, monto 12.00): | ctx: USUARIO_MODIFICACION: creado por 'AGH', modificado por 'EGT'"
882,6767,PROPTI,-48.0,2021-06-16,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'RFR'",BAJO,0,,"Alerta tx 882 (folio 6767, cód PROPTI, monto -48.00): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'RFR'"
15,76263,RENAJU,0.66,2023-11-15,True,False,True,CONTEXTO_RESERVACION,,MEDIO,20,"noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 15 (folio 76263, cód RENAJU, monto 0.66): [CONTEXTO_RESERVACION] — noches_inconsistentes: cargo=0, reserva=3.0"
614,18177,RENHAB,1740.0,2021-12-19,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'EGT'",BAJO,0,,"Alerta tx 614 (folio 18177, cód RENHAB, monto 1740.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'EGT'"
617,19657,RENHAB,3174.0,2022-01-08,True,False,False,,"USUARIO_MODIFICACION: creado por 'AGH', modificado por 'RFR' (monto alto)",BAJO,0,,"Alerta tx 617 (folio 19657, cód RENHAB, monto 3174.00): | ctx: USUARIO_MODIFICACION: creado por 'AGH', modificado por 'RFR' (monto alto)"
709,14833,RENHAB,1950.33,2021-10-30,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'JEO'",BAJO,0,,"Alerta tx 709 (folio 14833, cód RENHAB, monto 1950.33): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'JEO'"
367,17139,RENHAB,1750.2,2021-12-04,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'ALH'",BAJO,0,,"Alerta tx 367 (folio 17139, cód RENHAB, monto 1750.20): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'ALH'"
7,101600,RENCOM,0.01,2024-08-08,True,False,True,CONTEXTO_RESERVACION,,MEDIO,20,"noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 7 (folio 101600, cód RENCOM, monto 0.01): [CONTEXTO_RESERVACION] — noches_inconsistentes: cargo=0, reserva=3.0"
383,41212,PROPTI,48.0,2022-10-07,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'RFR'",BAJO,0,,"Alerta tx 383 (folio 41212, cód PROPTI, monto 48.00): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'RFR'"
